# pos,count
-1.172486002350866841e+01,1.000000000000000000e+00
-1.146098265529107962e+01,1.000000000000000000e+00
-1.119710528707349084e+01,1.000000000000000000e+00
-1.093322791885590206e+01,2.000000000000000000e+00
-1.066935055063831150e+01,0.000000000000000000e+00
-1.040547318242072272e+01,1.000000000000000000e+00
-1.014159581420313394e+01,0.000000000000000000e+00
-9.877718445985545159e+00,3.000000000000000000e+00
-9.613841077767956378e+00,2.000000000000000000e+00
-9.349963709550367597e+00,0.000000000000000000e+00
-9.086086341332777039e+00,1.000000000000000000e+00
-8.822208973115188257e+00,1.000000000000000000e+00
-8.558331604897599476e+00,0.000000000000000000e+00
-8.294454236680010695e+00,0.000000000000000000e+00
-8.030576868462421913e+00,0.000000000000000000e+00
-7.766699500244833132e+00,2.000000000000000000e+00
-7.502822132027244351e+00,1.000000000000000000e+00
-7.238944763809655569e+00,3.000000000000000000e+00
-6.975067395592065900e+00,4.000000000000000000e+00
-6.711190027374477118e+00,2.000000000000000000e+00
-6.447312659156888337e+00,0.000000000000000000e+00
-6.183435290939298667e+00,5.000000000000000000e+00
-5.919557922721709886e+00,2.000000000000000000e+00
-5.655680554504121105e+00,5.000000000000000000e+00
-5.391803186286532323e+00,3.000000000000000000e+00
-5.127925818068943542e+00,5.000000000000000000e+00
-4.864048449851353872e+00,6.000000000000000000e+00
-4.600171081633765091e+00,4.000000000000000000e+00
-4.336293713416176310e+00,6.000000000000000000e+00
-4.072416345198586640e+00,9.000000000000000000e+00
-3.808538976980997859e+00,7.000000000000000000e+00
-3.544661608763409077e+00,2.000000000000000000e+00
-3.280784240545820296e+00,9.000000000000000000e+00
-3.016906872328231515e+00,1.100000000000000000e+01
-2.753029504110642733e+00,1.600000000000000000e+01
-2.489152135893053952e+00,9.000000000000000000e+00
-2.225274767675463394e+00,1.500000000000000000e+01
-1.961397399457874613e+00,2.300000000000000000e+01
-1.697520031240285832e+00,2.100000000000000000e+01
-1.433642663022697050e+00,2.600000000000000000e+01
-1.169765294805108269e+00,3.400000000000000000e+01
-9.058879265875194875e-01,3.600000000000000000e+01
-6.420105583699307061e-01,2.700000000000000000e+01
-3.781331901523401484e-01,3.600000000000000000e+01
-1.142558219347513671e-01,2.700000000000000000e+01
1.496215462828374143e-01,4.700000000000000000e+01
4.134989145004261957e-01,4.500000000000000000e+01
6.773762827180149770e-01,4.500000000000000000e+01
9.412536509356037584e-01,6.400000000000000000e+01
1.205131019153192540e+00,4.300000000000000000e+01
1.469008387370781321e+00,4.700000000000000000e+01
1.732885755588370102e+00,5.700000000000000000e+01
1.996763123805960660e+00,5.400000000000000000e+01
2.260640492023549442e+00,6.100000000000000000e+01
2.524517860241138223e+00,5.100000000000000000e+01
2.788395228458727004e+00,6.400000000000000000e+01
3.052272596676315786e+00,6.700000000000000000e+01
3.316149964893904567e+00,5.000000000000000000e+01
3.580027333111493348e+00,5.000000000000000000e+01
3.843904701329083906e+00,4.500000000000000000e+01
4.107782069546672687e+00,3.600000000000000000e+01
4.371659437764261469e+00,3.300000000000000000e+01
4.635536805981850250e+00,3.200000000000000000e+01
4.899414174199439032e+00,2.800000000000000000e+01
5.163291542417027813e+00,1.100000000000000000e+01
5.427168910634616594e+00,2.400000000000000000e+01
5.691046278852205376e+00,1.300000000000000000e+01
5.954923647069794157e+00,1.800000000000000000e+01
6.218801015287382938e+00,1.300000000000000000e+01
6.482678383504971720e+00,6.000000000000000000e+00
6.746555751722560501e+00,3.000000000000000000e+00
7.010433119940149282e+00,2.000000000000000000e+00
7.274310488157741617e+00,5.000000000000000000e+00
7.538187856375330398e+00,2.000000000000000000e+00
7.802065224592919179e+00,2.000000000000000000e+00
8.065942592810507961e+00,8.000000000000000000e+00
8.329819961028096742e+00,2.000000000000000000e+00
8.593697329245685523e+00,1.000000000000000000e+00
8.857574697463274305e+00,2.000000000000000000e+00
9.121452065680863086e+00,0.000000000000000000e+00
9.385329433898451867e+00,0.000000000000000000e+00
9.649206802116040649e+00,1.000000000000000000e+00
9.913084170333629430e+00,0.000000000000000000e+00
1.017696153855121821e+01,3.000000000000000000e+00
1.044083890676880699e+01,1.000000000000000000e+00
1.070471627498639577e+01,0.000000000000000000e+00
1.096859364320398456e+01,0.000000000000000000e+00
1.123247101142157689e+01,0.000000000000000000e+00
1.149634837963916567e+01,0.000000000000000000e+00
1.176022574785675445e+01,1.000000000000000000e+00
1.202410311607434323e+01,1.000000000000000000e+00
1.228798048429193202e+01,0.000000000000000000e+00
1.255185785250952080e+01,0.000000000000000000e+00
1.281573522072710958e+01,0.000000000000000000e+00
1.307961258894469836e+01,0.000000000000000000e+00
1.334348995716228714e+01,0.000000000000000000e+00
1.360736732537987592e+01,1.000000000000000000e+00
1.387124469359746470e+01,0.000000000000000000e+00
1.413512206181505348e+01,0.000000000000000000e+00
1.439899943003264404e+01,1.000000000000000000e+00
