# pos,count
-5.534802152782829054e+00,1.000000000000000000e+00
-5.417704187397328397e+00,0.000000000000000000e+00
-5.300606222011827739e+00,0.000000000000000000e+00
-5.183508256626327082e+00,0.000000000000000000e+00
-5.066410291240827313e+00,0.000000000000000000e+00
-4.949312325855326655e+00,0.000000000000000000e+00
-4.832214360469825998e+00,0.000000000000000000e+00
-4.715116395084325340e+00,1.000000000000000000e+00
-4.598018429698824683e+00,0.000000000000000000e+00
-4.480920464313324025e+00,0.000000000000000000e+00
-4.363822498927824256e+00,0.000000000000000000e+00
-4.246724533542323599e+00,0.000000000000000000e+00
-4.129626568156822941e+00,0.000000000000000000e+00
-4.012528602771322284e+00,1.000000000000000000e+00
-3.895430637385821626e+00,0.000000000000000000e+00
-3.778332672000320969e+00,0.000000000000000000e+00
-3.661234706614820311e+00,2.000000000000000000e+00
-3.544136741229319654e+00,0.000000000000000000e+00
-3.427038775843819440e+00,1.000000000000000000e+00
-3.309940810458318783e+00,0.000000000000000000e+00
-3.192842845072818125e+00,1.000000000000000000e+00
-3.075744879687317912e+00,0.000000000000000000e+00
-2.958646914301817255e+00,0.000000000000000000e+00
-2.841548948916316597e+00,0.000000000000000000e+00
-2.724450983530815940e+00,3.000000000000000000e+00
-2.607353018145315282e+00,2.000000000000000000e+00
-2.490255052759815069e+00,0.000000000000000000e+00
-2.373157087374314411e+00,2.000000000000000000e+00
-2.256059121988813754e+00,2.000000000000000000e+00
-2.138961156603313540e+00,0.000000000000000000e+00
-2.021863191217812883e+00,3.000000000000000000e+00
-1.904765225832312225e+00,3.000000000000000000e+00
-1.787667260446811568e+00,2.000000000000000000e+00
-1.670569295061310910e+00,1.000000000000000000e+01
-1.553471329675810253e+00,1.000000000000000000e+01
-1.436373364290309596e+00,1.500000000000000000e+01
-1.319275398904809826e+00,6.000000000000000000e+00
-1.202177433519309169e+00,1.100000000000000000e+01
-1.085079468133808511e+00,1.500000000000000000e+01
-9.679815027483078538e-01,1.000000000000000000e+01
-8.508835373628071963e-01,2.500000000000000000e+01
-7.337855719773065388e-01,2.400000000000000000e+01
-6.166876065918058814e-01,2.200000000000000000e+01
-4.995896412063061121e-01,2.600000000000000000e+01
-3.824916758208054546e-01,3.000000000000000000e+01
-2.653937104353047971e-01,2.900000000000000000e+01
-1.482957450498041396e-01,4.000000000000000000e+01
-3.119777966430348215e-02,4.600000000000000000e+01
8.590018572119717533e-02,4.700000000000000000e+01
2.029981511066978328e-01,6.200000000000000000e+01
3.200961164921984903e-01,7.900000000000000000e+01
4.371940818776991478e-01,8.200000000000000000e+01
5.542920472631989171e-01,7.300000000000000000e+01
6.713900126486995745e-01,9.300000000000000000e+01
7.884879780342002320e-01,6.200000000000000000e+01
9.055859434197008895e-01,6.100000000000000000e+01
1.022683908805201547e+00,6.900000000000000000e+01
1.139781874190702204e+00,6.100000000000000000e+01
1.256879839576202862e+00,6.100000000000000000e+01
1.373977804961702631e+00,4.100000000000000000e+01
1.491075770347203289e+00,3.900000000000000000e+01
1.608173735732703946e+00,2.000000000000000000e+01
1.725271701118204604e+00,3.800000000000000000e+01
1.842369666503705261e+00,3.700000000000000000e+01
1.959467631889205919e+00,2.800000000000000000e+01
2.076565597274706576e+00,1.700000000000000000e+01
2.193663562660207234e+00,1.600000000000000000e+01
2.310761528045707891e+00,9.000000000000000000e+00
2.427859493431208548e+00,9.000000000000000000e+00
2.544957458816709206e+00,8.000000000000000000e+00
2.662055424202209863e+00,6.000000000000000000e+00
2.779153389587710521e+00,9.000000000000000000e+00
2.896251354973209402e+00,3.000000000000000000e+00
3.013349320358710060e+00,5.000000000000000000e+00
3.130447285744210717e+00,2.000000000000000000e+00
3.247545251129711374e+00,3.000000000000000000e+00
3.364643216515212032e+00,6.000000000000000000e+00
3.481741181900712689e+00,3.000000000000000000e+00
3.598839147286213347e+00,3.000000000000000000e+00
3.715937112671714004e+00,3.000000000000000000e+00
3.833035078057214662e+00,2.000000000000000000e+00
3.950133043442715319e+00,3.000000000000000000e+00
4.067231008828215977e+00,4.000000000000000000e+00
4.184328974213716634e+00,2.000000000000000000e+00
4.301426939599217292e+00,2.000000000000000000e+00
4.418524904984717949e+00,4.000000000000000000e+00
4.535622870370218607e+00,3.000000000000000000e+00
4.652720835755717488e+00,1.000000000000000000e+00
4.769818801141218145e+00,0.000000000000000000e+00
4.886916766526718803e+00,1.000000000000000000e+00
5.004014731912219460e+00,0.000000000000000000e+00
5.121112697297720118e+00,0.000000000000000000e+00
5.238210662683220775e+00,0.000000000000000000e+00
5.355308628068721433e+00,0.000000000000000000e+00
5.472406593454222090e+00,1.000000000000000000e+00
5.589504558839722748e+00,0.000000000000000000e+00
5.706602524225223405e+00,1.000000000000000000e+00
5.823700489610724063e+00,0.000000000000000000e+00
5.940798454996224720e+00,0.000000000000000000e+00
6.057896420381725378e+00,1.000000000000000000e+00
