# pos,count
-8.973603367758201443e+00,1.000000000000000000e+00
-8.771732261488855542e+00,0.000000000000000000e+00
-8.569861155219511417e+00,1.000000000000000000e+00
-8.367990048950165516e+00,1.000000000000000000e+00
-8.166118942680821391e+00,0.000000000000000000e+00
-7.964247836411476378e+00,0.000000000000000000e+00
-7.762376730142131365e+00,0.000000000000000000e+00
-7.560505623872786352e+00,0.000000000000000000e+00
-7.358634517603441338e+00,1.000000000000000000e+00
-7.156763411334096325e+00,0.000000000000000000e+00
-6.954892305064751312e+00,0.000000000000000000e+00
-6.753021198795407187e+00,0.000000000000000000e+00
-6.551150092526061286e+00,1.000000000000000000e+00
-6.349278986256717161e+00,0.000000000000000000e+00
-6.147407879987372148e+00,2.000000000000000000e+00
-5.945536773718027135e+00,2.000000000000000000e+00
-5.743665667448682122e+00,0.000000000000000000e+00
-5.541794561179337109e+00,1.000000000000000000e+00
-5.339923454909992984e+00,1.000000000000000000e+00
-5.138052348640647082e+00,2.000000000000000000e+00
-4.936181242371302957e+00,0.000000000000000000e+00
-4.734310136101957944e+00,3.000000000000000000e+00
-4.532439029832612931e+00,1.000000000000000000e+00
-4.330567923563267918e+00,3.000000000000000000e+00
-4.128696817293922905e+00,0.000000000000000000e+00
-3.926825711024577892e+00,3.000000000000000000e+00
-3.724954604755232879e+00,1.000000000000000000e+00
-3.523083498485888754e+00,2.000000000000000000e+00
-3.321212392216543741e+00,5.000000000000000000e+00
-3.119341285947198728e+00,1.000000000000000000e+00
-2.917470179677853714e+00,7.000000000000000000e+00
-2.715599073408508701e+00,1.300000000000000000e+01
-2.513727967139163688e+00,1.800000000000000000e+01
-2.311856860869818675e+00,1.600000000000000000e+01
-2.109985754600473662e+00,1.200000000000000000e+01
-1.908114648331128649e+00,1.800000000000000000e+01
-1.706243542061784524e+00,2.200000000000000000e+01
-1.504372435792439511e+00,2.000000000000000000e+01
-1.302501329523094498e+00,1.900000000000000000e+01
-1.100630223253748596e+00,2.100000000000000000e+01
-8.987591169844044714e-01,2.800000000000000000e+01
-6.968880107150603465e-01,3.100000000000000000e+01
-4.950169044457144452e-01,3.900000000000000000e+01
-2.931457981763703202e-01,4.700000000000000000e+01
-9.127469190702441892e-02,5.300000000000000000e+01
1.105964143623197060e-01,5.600000000000000000e+01
3.124675206316656073e-01,4.700000000000000000e+01
5.143386269010097323e-01,7.100000000000000000e+01
7.162097331703538572e-01,7.100000000000000000e+01
9.180808394396997585e-01,6.200000000000000000e+01
1.119951945709043883e+00,7.900000000000000000e+01
1.321823051978389785e+00,6.900000000000000000e+01
1.523694158247733910e+00,7.700000000000000000e+01
1.725565264517079811e+00,6.600000000000000000e+01
1.927436370786423936e+00,4.800000000000000000e+01
2.129307477055768061e+00,5.600000000000000000e+01
2.331178583325113962e+00,6.000000000000000000e+01
2.533049689594458087e+00,3.300000000000000000e+01
2.734920795863803988e+00,4.200000000000000000e+01
2.936791902133148113e+00,3.500000000000000000e+01
3.138663008402494015e+00,2.100000000000000000e+01
3.340534114671838140e+00,2.500000000000000000e+01
3.542405220941184041e+00,1.700000000000000000e+01
3.744276327210528166e+00,1.500000000000000000e+01
3.946147433479872291e+00,1.000000000000000000e+01
4.148018539749218192e+00,9.000000000000000000e+00
4.349889646018562317e+00,5.000000000000000000e+00
4.551760752287908218e+00,7.000000000000000000e+00
4.753631858557252343e+00,4.000000000000000000e+00
4.955502964826598244e+00,7.000000000000000000e+00
5.157374071095942369e+00,3.000000000000000000e+00
5.359245177365288271e+00,6.000000000000000000e+00
5.561116283634632396e+00,0.000000000000000000e+00
5.762987389903976521e+00,3.000000000000000000e+00
5.964858496173322422e+00,1.000000000000000000e+00
6.166729602442666547e+00,3.000000000000000000e+00
6.368600708712012448e+00,2.000000000000000000e+00
6.570471814981356573e+00,5.000000000000000000e+00
6.772342921250702474e+00,0.000000000000000000e+00
6.974214027520048376e+00,2.000000000000000000e+00
7.176085133789392501e+00,0.000000000000000000e+00
7.377956240058736626e+00,1.000000000000000000e+00
7.579827346328080750e+00,1.000000000000000000e+00
7.781698452597424875e+00,1.000000000000000000e+00
7.983569558866772553e+00,1.000000000000000000e+00
8.185440665136116678e+00,0.000000000000000000e+00
8.387311771405460803e+00,0.000000000000000000e+00
8.589182877674804928e+00,0.000000000000000000e+00
8.791053983944149053e+00,1.000000000000000000e+00
8.992925090213496730e+00,0.000000000000000000e+00
9.194796196482840855e+00,0.000000000000000000e+00
9.396667302752184980e+00,0.000000000000000000e+00
9.598538409021529105e+00,0.000000000000000000e+00
9.800409515290876783e+00,0.000000000000000000e+00
1.000228062156022091e+01,0.000000000000000000e+00
1.020415172782956503e+01,0.000000000000000000e+00
1.040602283409890916e+01,0.000000000000000000e+00
1.060789394036825328e+01,0.000000000000000000e+00
1.080976504663760096e+01,0.000000000000000000e+00
1.101163615290694509e+01,1.000000000000000000e+00
