# pos,count
-1.391221017146848560e+01,1.000000000000000000e+00
-1.363875094467800153e+01,0.000000000000000000e+00
-1.336529171788751569e+01,1.000000000000000000e+00
-1.309183249109703162e+01,0.000000000000000000e+00
-1.281837326430654578e+01,1.000000000000000000e+00
-1.254491403751606171e+01,0.000000000000000000e+00
-1.227145481072557587e+01,0.000000000000000000e+00
-1.199799558393509002e+01,1.000000000000000000e+00
-1.172453635714460596e+01,1.000000000000000000e+00
-1.145107713035412189e+01,2.000000000000000000e+00
-1.117761790356363605e+01,1.000000000000000000e+00
-1.090415867677315021e+01,0.000000000000000000e+00
-1.063069944998266614e+01,0.000000000000000000e+00
-1.035724022319218030e+01,0.000000000000000000e+00
-1.008378099640169623e+01,1.000000000000000000e+00
-9.810321769611210385e+00,0.000000000000000000e+00
-9.536862542820724542e+00,2.000000000000000000e+00
-9.263403316030240475e+00,1.000000000000000000e+00
-8.989944089239756408e+00,1.000000000000000000e+00
-8.716484862449270565e+00,1.000000000000000000e+00
-8.443025635658784722e+00,0.000000000000000000e+00
-8.169566408868298879e+00,1.000000000000000000e+00
-7.896107182077814812e+00,1.000000000000000000e+00
-7.622647955287329857e+00,1.000000000000000000e+00
-7.349188728496844902e+00,3.000000000000000000e+00
-7.075729501706359947e+00,4.000000000000000000e+00
-6.802270274915874992e+00,2.000000000000000000e+00
-6.528811048125389149e+00,2.000000000000000000e+00
-6.255351821334904194e+00,6.000000000000000000e+00
-5.981892594544419239e+00,5.000000000000000000e+00
-5.708433367753935173e+00,7.000000000000000000e+00
-5.434974140963449329e+00,4.000000000000000000e+00
-5.161514914172963486e+00,6.000000000000000000e+00
-4.888055687382479420e+00,7.000000000000000000e+00
-4.614596460591993576e+00,1.000000000000000000e+01
-4.341137233801509510e+00,1.000000000000000000e+01
-4.067678007011023666e+00,6.000000000000000000e+00
-3.794218780220539600e+00,9.000000000000000000e+00
-3.520759553430053757e+00,8.000000000000000000e+00
-3.247300326639569690e+00,1.800000000000000000e+01
-2.973841099849083847e+00,6.000000000000000000e+00
-2.700381873058598003e+00,1.200000000000000000e+01
-2.426922646268113937e+00,1.700000000000000000e+01
-2.153463419477628094e+00,1.200000000000000000e+01
-1.880004192687144027e+00,2.200000000000000000e+01
-1.606544965896658184e+00,2.300000000000000000e+01
-1.333085739106174117e+00,1.700000000000000000e+01
-1.059626512315688274e+00,2.500000000000000000e+01
-7.861672855252024306e-01,2.900000000000000000e+01
-5.127080587347183638e-01,3.600000000000000000e+01
-2.392488319442325206e-01,3.200000000000000000e+01
3.421039484625154614e-02,2.500000000000000000e+01
3.076696216367373893e-01,3.700000000000000000e+01
5.811288484272214561e-01,3.600000000000000000e+01
8.545880752177072992e-01,4.400000000000000000e+01
1.128047302008193142e+00,5.100000000000000000e+01
1.401506528798677209e+00,5.000000000000000000e+01
1.674965755589163052e+00,4.200000000000000000e+01
1.948424982379647119e+00,4.700000000000000000e+01
2.221884209170132962e+00,4.900000000000000000e+01
2.495343435960618805e+00,4.700000000000000000e+01
2.768802662751101096e+00,5.800000000000000000e+01
3.042261889541586939e+00,5.300000000000000000e+01
3.315721116332072782e+00,5.700000000000000000e+01
3.589180343122558625e+00,4.500000000000000000e+01
3.862639569913044468e+00,5.800000000000000000e+01
4.136098796703526759e+00,5.700000000000000000e+01
4.409558023494012602e+00,4.300000000000000000e+01
4.683017250284498445e+00,4.400000000000000000e+01
4.956476477074984288e+00,3.300000000000000000e+01
5.229935703865466579e+00,2.300000000000000000e+01
5.503394930655952422e+00,2.100000000000000000e+01
5.776854157446438265e+00,2.600000000000000000e+01
6.050313384236924108e+00,1.100000000000000000e+01
6.323772611027409951e+00,1.500000000000000000e+01
6.597231837817892242e+00,6.000000000000000000e+00
6.870691064608378085e+00,1.100000000000000000e+01
7.144150291398863928e+00,6.000000000000000000e+00
7.417609518189349771e+00,6.000000000000000000e+00
7.691068744979832061e+00,4.000000000000000000e+00
7.964527971770317905e+00,6.000000000000000000e+00
8.237987198560803748e+00,7.000000000000000000e+00
8.511446425351289591e+00,6.000000000000000000e+00
8.784905652141775434e+00,3.000000000000000000e+00
9.058364878932257724e+00,3.000000000000000000e+00
9.331824105722743568e+00,3.000000000000000000e+00
9.605283332513229411e+00,1.000000000000000000e+00
9.878742559303715254e+00,2.000000000000000000e+00
1.015220178609420110e+01,1.000000000000000000e+00
1.042566101288468339e+01,0.000000000000000000e+00
1.069912023967516923e+01,2.000000000000000000e+00
1.097257946646565507e+01,1.000000000000000000e+00
1.124603869325614092e+01,5.000000000000000000e+00
1.151949792004662321e+01,2.000000000000000000e+00
1.179295714683710905e+01,0.000000000000000000e+00
1.206641637362759489e+01,1.000000000000000000e+00
1.233987560041808074e+01,0.000000000000000000e+00
1.261333482720856658e+01,0.000000000000000000e+00
1.288679405399904887e+01,0.000000000000000000e+00
1.316025328078953649e+01,1.000000000000000000e+00
