# pos,count
-6.740105950970617599e+00,1.000000000000000000e+00
-6.299522171500164802e+00,0.000000000000000000e+00
-5.858938392029712006e+00,3.000000000000000000e+00
-5.418354612559259209e+00,0.000000000000000000e+00
-4.977770833088806413e+00,5.000000000000000000e+00
-4.537187053618353616e+00,5.000000000000000000e+00
-4.096603274147900819e+00,5.000000000000000000e+00
-3.656019494677448467e+00,4.000000000000000000e+00
-3.215435715206995670e+00,8.000000000000000000e+00
-2.774851935736543318e+00,8.000000000000000000e+00
-2.334268156266090521e+00,5.000000000000000000e+00
-1.893684376795637725e+00,3.000000000000000000e+00
-1.453100597325184928e+00,4.000000000000000000e+00
-1.012516817854732132e+00,5.000000000000000000e+00
-5.719330383842793353e-01,5.000000000000000000e+00
-1.313492589138265387e-01,1.300000000000000000e+01
3.092345205566262578e-01,8.000000000000000000e+00
7.498183000270790544e-01,1.000000000000000000e+01
1.190402079497530963e+00,1.300000000000000000e+01
1.630985858967983759e+00,1.300000000000000000e+01
2.071569638438436556e+00,1.500000000000000000e+01
2.512153417908889352e+00,1.500000000000000000e+01
2.952737197379342149e+00,1.100000000000000000e+01
3.393320976849794945e+00,9.000000000000000000e+00
3.833904756320247742e+00,1.400000000000000000e+01
4.274488535790700539e+00,1.600000000000000000e+01
4.715072315261153335e+00,2.000000000000000000e+01
5.155656094731606132e+00,1.400000000000000000e+01
5.596239874202058928e+00,1.500000000000000000e+01
6.036823653672511725e+00,1.600000000000000000e+01
6.477407433142964521e+00,1.600000000000000000e+01
6.917991212613417318e+00,2.000000000000000000e+01
7.358574992083870114e+00,1.500000000000000000e+01
7.799158771554322911e+00,1.900000000000000000e+01
8.239742551024775707e+00,1.900000000000000000e+01
8.680326330495228504e+00,1.800000000000000000e+01
9.120910109965681301e+00,1.500000000000000000e+01
9.561493889436132321e+00,1.500000000000000000e+01
1.000207766890658689e+01,1.400000000000000000e+01
1.044266144837703791e+01,3.000000000000000000e+00
1.088324522784749249e+01,9.000000000000000000e+00
1.132382900731794351e+01,1.800000000000000000e+01
1.176441278678839808e+01,5.000000000000000000e+00
1.220499656625884910e+01,9.000000000000000000e+00
1.264558034572930367e+01,6.000000000000000000e+00
1.308616412519975469e+01,1.600000000000000000e+01
1.352674790467020927e+01,1.200000000000000000e+01
1.396733168414066029e+01,2.300000000000000000e+01
1.440791546361111486e+01,1.600000000000000000e+01
1.484849924308156588e+01,1.600000000000000000e+01
1.528908302255202045e+01,1.500000000000000000e+01
1.572966680202247147e+01,1.800000000000000000e+01
1.617025058149292605e+01,1.500000000000000000e+01
1.661083436096337707e+01,1.200000000000000000e+01
1.705141814043383164e+01,2.100000000000000000e+01
1.749200191990428266e+01,2.400000000000000000e+01
1.793258569937473723e+01,2.000000000000000000e+01
1.837316947884518825e+01,2.200000000000000000e+01
1.881375325831564282e+01,3.800000000000000000e+01
1.925433703778609384e+01,2.100000000000000000e+01
1.969492081725654842e+01,1.800000000000000000e+01
2.013550459672699944e+01,2.100000000000000000e+01
2.057608837619745401e+01,1.700000000000000000e+01
2.101667215566790503e+01,1.500000000000000000e+01
2.145725593513835605e+01,1.900000000000000000e+01
2.189783971460881062e+01,2.100000000000000000e+01
2.233842349407926164e+01,1.600000000000000000e+01
2.277900727354971622e+01,2.300000000000000000e+01
2.321959105302016724e+01,1.700000000000000000e+01
2.366017483249062181e+01,1.300000000000000000e+01
2.410075861196107283e+01,1.900000000000000000e+01
2.454134239143152740e+01,2.100000000000000000e+01
2.498192617090198198e+01,2.500000000000000000e+01
2.542250995037243300e+01,1.500000000000000000e+01
2.586309372984288402e+01,1.200000000000000000e+01
2.630367750931333504e+01,1.400000000000000000e+01
2.674426128878379316e+01,8.000000000000000000e+00
2.718484506825424418e+01,1.000000000000000000e+01
2.762542884772469520e+01,1.300000000000000000e+01
2.806601262719514622e+01,5.000000000000000000e+00
2.850659640666560435e+01,1.200000000000000000e+01
2.894718018613605537e+01,1.200000000000000000e+01
2.938776396560650639e+01,8.000000000000000000e+00
2.982834774507695741e+01,7.000000000000000000e+00
3.026893152454741553e+01,6.000000000000000000e+00
3.070951530401786655e+01,6.000000000000000000e+00
3.115009908348831758e+01,3.000000000000000000e+00
3.159068286295876860e+01,2.000000000000000000e+00
3.203126664242923027e+01,1.000000000000000000e+01
3.247185042189967419e+01,6.000000000000000000e+00
3.291243420137013231e+01,3.000000000000000000e+00
3.335301798084057623e+01,5.000000000000000000e+00
3.379360176031103435e+01,3.000000000000000000e+00
3.423418553978149248e+01,2.000000000000000000e+00
3.467476931925193639e+01,0.000000000000000000e+00
3.511535309872239452e+01,0.000000000000000000e+00
3.555593687819283844e+01,2.000000000000000000e+00
3.599652065766329656e+01,0.000000000000000000e+00
3.643710443713375469e+01,0.000000000000000000e+00
3.687768821660419860e+01,2.000000000000000000e+00
